x_m,y_m,s_m,v_mps,v_kph,gear,rpm,curvature_1pm,section_type,camber_rad,grade_rad,limit
186.43070977386066,-150.72034913388669,719.4212022733195,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
185.745261979315,-151.46186238043262,720.4309946152645,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
185.05153774446524,-152.1956384088178,721.4407869572094,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
184.34962439982078,-152.92158484655317,722.4505792991544,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
183.64,-153.64,723.4603748831827,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
182.9219678603661,-154.35001197619363,724.4701704862061,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
182.19601474197015,-155.05192310288766,725.4799660892297,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
181.46223203309282,-155.74564501838285,726.4897616922533,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
180.72071210766083,-156.43109039189773,727.4995572952768,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
179.97154831361823,-157.1081729345625,728.5093528983003,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
179.2148349611751,-157.77680741028138,729.5191485013238,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
178.45066731093496,-158.43690964646316,730.5289441043474,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
177.67914156190295,-159.08839654461707,731.5387397073708,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
176.90035483937532,-159.73118609081422,732.5485353103944,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
176.1144051827127,-160.36519736601173,733.558330913418,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
175.32139153299823,-160.99035055623966,734.5681265164415,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
174.52141372058202,-161.60656696264851,735.577922119465,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
173.71457245251392,-162.2137690114164,736.5877177224886,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
172.90096929986566,-162.81188026351458,737.5975133255122,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
172.0807066849444,-163.40082542433026,738.6073089285358,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
171.2538878683991,-163.98053035314513,739.6171045315593,32.549654376045225,117.17875575376281,6,5733.027846921435,0.011111111111111112,corner,0.0,0.0,corner
